stable_gene_id,KO_E12_FCL_1,KO_E12_FCL_2,KO_E12_FCL_3,S200A_3_FCL_1,S200A_3_FCL_2,S200A_3_FCL_3,S200A_5_FCL_1,S200A_5_FCL_2,S200WT_1_FCL_1,S200WT_1_FCL_2,S200WT_2_FCL_3
ENSMUSG00000098483,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098484,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098485,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098486,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098487,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098488,20,0,9,27,0,0,19,0,3,5,19
ENSMUSG00000098489,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098490,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098491,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098492,1,1,2,0,5,0,0,1,0,0,1
ENSMUSG00000098493,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098494,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098497,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098498,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098499,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098500,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098501,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098502,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098503,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098504,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098505,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000098506,8,0,1,16,9,3,21,2,3,4,23
ENSMUSG00000098507,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098508,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098509,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098510,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098511,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098513,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098515,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000098516,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098518,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098519,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098520,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098521,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098522,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098524,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098525,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098526,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098527,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098528,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000098529,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098530,0,0,0,0,0,0,0,1,0,0,5
ENSMUSG00000098531,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098532,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098533,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098534,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098535,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098536,0,4,0,1,2,3,3,0,0,0,5
ENSMUSG00000098537,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098538,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098539,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098540,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098541,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098542,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098543,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098544,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098547,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098548,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098549,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098550,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098552,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098553,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098555,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098557,13,5,1,7,12,20,30,14,0,1,18
ENSMUSG00000098558,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098559,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098560,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098561,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098562,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098563,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098564,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098565,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098566,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098567,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098568,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098569,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098570,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098572,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098573,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098574,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098575,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098577,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098578,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098579,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098580,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098582,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098583,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098585,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098586,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098588,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098589,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098590,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098591,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098592,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098593,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098594,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098595,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098596,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098597,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098599,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098600,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098601,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098602,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098603,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098604,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098606,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098607,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098608,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098609,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098611,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098612,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098613,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098614,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098617,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098618,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098619,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098620,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098622,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098623,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098624,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098625,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098626,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098627,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098628,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098629,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098630,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098631,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098632,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098634,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098635,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098636,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098638,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098640,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098642,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098644,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098645,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098646,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098648,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098649,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098650,480,383,383,294,663,664,611,335,48,34,352
ENSMUSG00000098651,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098652,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098653,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098655,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098656,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098657,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098658,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098659,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098660,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098661,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098662,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098663,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098664,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098665,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098666,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098667,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098668,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098669,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098670,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098671,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098672,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098674,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098675,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098676,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098677,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098678,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000098679,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000098680,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098682,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098683,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098684,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098685,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098686,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098687,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098688,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098689,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098690,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000098691,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098692,1,0,0,0,1,1,1,3,0,0,1
ENSMUSG00000098693,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098694,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098695,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098696,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098697,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098698,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098700,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098701,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098702,30,42,33,47,50,33,67,25,6,8,32
ENSMUSG00000098703,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098704,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098705,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098706,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098707,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098708,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098709,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098710,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098711,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098712,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098713,35,17,19,0,27,49,3,37,0,0,2
ENSMUSG00000098714,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098715,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000098716,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098717,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098718,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098719,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098720,0,0,1,1,0,1,0,0,0,0,0
ENSMUSG00000098721,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098722,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098723,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098726,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098727,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098728,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098729,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098730,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098731,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098732,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098733,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098734,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098735,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098736,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098737,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098739,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098740,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098741,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098742,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098743,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098744,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098745,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098747,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098748,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098749,2,5,0,2,1,4,0,1,0,0,0
ENSMUSG00000098750,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098751,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098752,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098754,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098755,0,2,1,1,13,2,1,1,0,0,0
ENSMUSG00000098756,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098757,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098758,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098759,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098760,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000098761,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098762,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098763,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098764,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098765,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098766,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098767,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098768,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098769,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098770,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098771,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098772,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098773,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098774,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098775,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098776,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098777,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098778,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098779,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098780,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098781,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098782,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098783,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098785,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098786,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098787,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098788,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098789,134,112,91,128,149,122,200,81,11,15,175
ENSMUSG00000098790,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098791,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098792,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098793,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098794,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098795,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098796,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098797,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098799,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098800,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098801,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098802,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098803,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098805,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098807,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098808,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098809,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098811,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098812,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098813,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098814,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098815,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098816,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098817,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098818,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098819,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098820,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098821,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098822,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098823,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098824,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098825,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098826,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098827,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098828,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098829,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098830,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098831,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098832,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098833,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098836,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098837,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098838,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098839,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098840,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098842,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098843,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098844,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098845,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098846,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098847,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098848,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098849,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098850,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098851,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098852,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098853,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098854,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098855,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098856,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098857,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098858,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098859,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098860,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098861,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098862,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098863,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098864,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098865,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098866,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098867,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098869,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098871,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098873,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098874,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098875,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098876,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098877,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098878,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098879,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098881,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098882,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098883,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098884,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098885,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098886,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098887,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098888,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098889,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098890,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098891,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098893,0,1,0,0,0,1,0,4,0,0,0
ENSMUSG00000098894,11,6,8,17,19,17,8,1,0,0,0
ENSMUSG00000098895,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098896,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098897,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098898,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098899,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098900,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098903,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098904,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098905,97,84,64,67,107,103,102,75,3,4,28
ENSMUSG00000098906,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098907,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098908,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098909,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098910,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098912,2,2,1,2,2,2,1,2,0,0,3
ENSMUSG00000098914,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098915,148,83,16,0,0,137,0,124,0,0,7
ENSMUSG00000098916,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098917,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098918,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098919,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098920,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098922,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098923,163,124,77,84,150,265,111,129,1,12,59
ENSMUSG00000098924,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098926,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098928,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098929,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098932,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098934,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098935,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098937,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098938,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098939,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098940,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098942,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098943,93,63,98,167,215,89,195,75,8,15,110
ENSMUSG00000098944,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098945,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098946,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098947,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098948,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098949,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098950,0,0,0,0,0,0,0,0,2,1,0
ENSMUSG00000098951,0,0,0,0,0,0,0,0,0,0,0
